date,product_id,category,sales
2024-11-25,08-196-2703,Fruits & Vegetables,1
2024-04-09,87-097-5691,Beverages,1
2024-04-11,87-097-5691,Beverages,1
2024-04-13,87-097-5691,Beverages,1
2024-04-14,87-097-5691,Beverages,1
2024-04-17,87-097-5691,Beverages,1
2024-04-18,87-097-5691,Beverages,1
2024-04-20,87-097-5691,Beverages,1
2024-04-21,87-097-5691,Beverages,1
2024-04-26,87-097-5691,Beverages,3
2024-04-30,87-097-5691,Beverages,1
2024-05-06,87-097-5691,Beverages,2
2024-05-08,87-097-5691,Beverages,1
2024-05-09,87-097-5691,Beverages,1
2024-05-15,87-097-5691,Beverages,1
2024-05-19,87-097-5691,Beverages,1
2024-05-24,87-097-5691,Beverages,1
2024-05-29,87-097-5691,Beverages,1
2024-06-05,87-097-5691,Beverages,1
2024-06-07,87-097-5691,Beverages,1
2024-06-14,87-097-5691,Beverages,1
2024-06-15,87-097-5691,Beverages,1
2024-06-18,87-097-5691,Beverages,1
2024-06-20,87-097-5691,Beverages,3
2024-06-21,87-097-5691,Beverages,1
2024-06-26,87-097-5691,Beverages,1
2024-06-30,87-097-5691,Beverages,1
2024-07-01,87-097-5691,Beverages,2
2024-07-04,87-097-5691,Beverages,1
2024-07-05,87-097-5691,Beverages,1
2024-07-15,87-097-5691,Beverages,1
2024-07-17,87-097-5691,Beverages,1
2024-07-18,87-097-5691,Beverages,2
2024-07-25,87-097-5691,Beverages,1
2024-07-26,87-097-5691,Beverages,1
2024-07-29,87-097-5691,Beverages,1
2024-07-31,87-097-5691,Beverages,1
2024-08-02,87-097-5691,Beverages,2
2024-08-03,87-097-5691,Beverages,1
2024-08-09,87-097-5691,Beverages,1
2024-08-10,87-097-5691,Beverages,1
2024-08-12,87-097-5691,Beverages,1
2024-08-15,87-097-5691,Beverages,3
2024-08-16,87-097-5691,Beverages,1
2024-08-17,87-097-5691,Beverages,1
2024-08-19,87-097-5691,Beverages,1
2024-08-20,87-097-5691,Beverages,1
2024-08-21,87-097-5691,Beverages,1
2024-08-25,87-097-5691,Beverages,1
2024-08-26,87-097-5691,Beverages,1
2024-08-29,87-097-5691,Beverages,3
2024-04-08,04-453-5485,Fruits & Vegetables,1
2024-04-11,04-453-5485,Fruits & Vegetables,2
2024-04-12,04-453-5485,Fruits & Vegetables,1
2024-04-13,04-453-5485,Fruits & Vegetables,2
2024-04-14,04-453-5485,Fruits & Vegetables,1
2024-04-15,04-453-5485,Fruits & Vegetables,2
2024-04-19,04-453-5485,Fruits & Vegetables,1
2024-04-24,04-453-5485,Fruits & Vegetables,2
2024-04-26,04-453-5485,Fruits & Vegetables,1
2024-04-27,04-453-5485,Fruits & Vegetables,1
2024-05-06,04-453-5485,Fruits & Vegetables,1
2024-05-12,04-453-5485,Fruits & Vegetables,1
2024-05-26,04-453-5485,Fruits & Vegetables,1
2024-05-27,04-453-5485,Fruits & Vegetables,1
2024-05-30,04-453-5485,Fruits & Vegetables,1
2024-06-03,04-453-5485,Fruits & Vegetables,2
2024-06-04,04-453-5485,Fruits & Vegetables,1
2024-06-11,04-453-5485,Fruits & Vegetables,2
2024-06-16,04-453-5485,Fruits & Vegetables,1
2024-06-18,04-453-5485,Fruits & Vegetables,2
2024-06-25,04-453-5485,Fruits & Vegetables,1
2024-06-30,04-453-5485,Fruits & Vegetables,1
2024-07-05,04-453-5485,Fruits & Vegetables,1
2024-07-06,04-453-5485,Fruits & Vegetables,2
2024-07-12,04-453-5485,Fruits & Vegetables,1
2024-07-14,04-453-5485,Fruits & Vegetables,1
2024-07-21,04-453-5485,Fruits & Vegetables,1
2024-07-25,04-453-5485,Fruits & Vegetables,1
2024-07-27,04-453-5485,Fruits & Vegetables,1
2024-07-29,04-453-5485,Fruits & Vegetables,1
2024-07-31,04-453-5485,Fruits & Vegetables,1
2024-08-09,04-453-5485,Fruits & Vegetables,3
2024-08-17,04-453-5485,Fruits & Vegetables,2
2024-08-30,04-453-5485,Fruits & Vegetables,1
2024-09-03,04-453-5485,Fruits & Vegetables,1
2024-09-08,04-453-5485,Fruits & Vegetables,3
2024-09-18,04-453-5485,Fruits & Vegetables,2
2024-09-26,04-453-5485,Fruits & Vegetables,1
2024-09-27,04-453-5485,Fruits & Vegetables,1
2024-09-29,04-453-5485,Fruits & Vegetables,1
2024-10-04,04-453-5485,Fruits & Vegetables,1
2024-10-13,04-453-5485,Fruits & Vegetables,1
2024-10-14,04-453-5485,Fruits & Vegetables,1
2024-10-16,04-453-5485,Fruits & Vegetables,1
2024-10-23,04-453-5485,Fruits & Vegetables,1
2024-10-27,04-453-5485,Fruits & Vegetables,1
2024-10-31,04-453-5485,Fruits & Vegetables,1
2024-11-03,04-453-5485,Fruits & Vegetables,1
2024-11-08,04-453-5485,Fruits & Vegetables,1
2024-11-11,04-453-5485,Fruits & Vegetables,1
2024-11-13,04-453-5485,Fruits & Vegetables,1
2024-11-15,04-453-5485,Fruits & Vegetables,1
2024-11-20,04-453-5485,Fruits & Vegetables,1
2024-11-21,04-453-5485,Fruits & Vegetables,3
2024-11-23,04-453-5485,Fruits & Vegetables,1
2024-11-27,04-453-5485,Fruits & Vegetables,2
2024-12-01,04-453-5485,Fruits & Vegetables,1
2024-12-07,04-453-5485,Fruits & Vegetables,1
2024-12-08,04-453-5485,Fruits & Vegetables,1
2024-12-11,04-453-5485,Fruits & Vegetables,1
2024-12-15,04-453-5485,Fruits & Vegetables,1
2024-12-19,04-453-5485,Fruits & Vegetables,1
2024-12-23,04-453-5485,Fruits & Vegetables,1
2024-12-25,04-453-5485,Fruits & Vegetables,3
2024-12-29,04-453-5485,Fruits & Vegetables,1
2025-01-10,04-453-5485,Fruits & Vegetables,2
2024-04-10,82-678-8097,Dairy,1
2024-04-11,82-678-8097,Dairy,1
2024-04-13,82-678-8097,Dairy,1
2024-04-15,82-678-8097,Dairy,1
2024-04-17,82-678-8097,Dairy,1
2024-04-19,82-678-8097,Dairy,2
2024-04-24,82-678-8097,Dairy,2
2024-04-25,82-678-8097,Dairy,2
2024-04-28,82-678-8097,Dairy,1
2024-05-01,82-678-8097,Dairy,2
2024-05-03,82-678-8097,Dairy,1
2024-05-05,82-678-8097,Dairy,1
2024-05-07,82-678-8097,Dairy,1
2024-05-09,82-678-8097,Dairy,2
2024-05-10,82-678-8097,Dairy,1
2024-05-11,82-678-8097,Dairy,2
2024-05-17,82-678-8097,Dairy,1
2024-05-19,82-678-8097,Dairy,1
2024-05-21,82-678-8097,Dairy,1
2024-05-22,82-678-8097,Dairy,1
2024-05-25,82-678-8097,Dairy,1
2024-05-31,82-678-8097,Dairy,1
2024-06-03,82-678-8097,Dairy,1
2024-06-06,82-678-8097,Dairy,1
2024-06-07,82-678-8097,Dairy,1
2024-06-08,82-678-8097,Dairy,2
2024-06-10,82-678-8097,Dairy,1
2024-06-13,82-678-8097,Dairy,1
2024-06-14,82-678-8097,Dairy,1
2024-06-15,82-678-8097,Dairy,1
2024-06-18,82-678-8097,Dairy,3
2024-06-19,82-678-8097,Dairy,2
2024-06-21,82-678-8097,Dairy,1
2024-06-22,82-678-8097,Dairy,1
2024-06-24,82-678-8097,Dairy,1
2024-06-26,82-678-8097,Dairy,1
2024-06-27,82-678-8097,Dairy,1
2024-06-28,82-678-8097,Dairy,2
2024-06-29,82-678-8097,Dairy,1
2024-06-30,82-678-8097,Dairy,1
2024-07-04,82-678-8097,Dairy,1
2024-07-08,82-678-8097,Dairy,2
2024-07-11,82-678-8097,Dairy,1
2024-07-13,82-678-8097,Dairy,2
2024-07-14,82-678-8097,Dairy,1
2024-07-15,82-678-8097,Dairy,1
2024-07-16,82-678-8097,Dairy,1
2024-07-17,82-678-8097,Dairy,2
2024-07-18,82-678-8097,Dairy,3
2024-07-20,82-678-8097,Dairy,2
2024-07-22,82-678-8097,Dairy,1
2024-07-23,82-678-8097,Dairy,1
2024-07-24,82-678-8097,Dairy,1
2024-07-25,82-678-8097,Dairy,1
2024-07-27,82-678-8097,Dairy,1
2024-07-29,82-678-8097,Dairy,1
2024-08-01,82-678-8097,Dairy,1
2024-08-05,82-678-8097,Dairy,1
2024-08-07,82-678-8097,Dairy,1
2024-08-08,82-678-8097,Dairy,1
2024-08-09,82-678-8097,Dairy,1
2024-08-10,82-678-8097,Dairy,3
2024-08-15,82-678-8097,Dairy,1
2024-08-16,82-678-8097,Dairy,1
2024-08-17,82-678-8097,Dairy,1
2024-08-18,82-678-8097,Dairy,1
2024-08-19,82-678-8097,Dairy,1
2024-08-22,82-678-8097,Dairy,1
2024-08-23,82-678-8097,Dairy,1
2024-08-24,82-678-8097,Dairy,2
2024-05-08,43-703-9939,Fruits & Vegetables,4
2024-05-09,43-703-9939,Fruits & Vegetables,5
2024-05-10,43-703-9939,Fruits & Vegetables,6
2024-05-11,43-703-9939,Fruits & Vegetables,7
2024-05-12,43-703-9939,Fruits & Vegetables,7
2024-05-13,43-703-9939,Fruits & Vegetables,4
2024-05-14,43-703-9939,Fruits & Vegetables,4
2024-05-15,43-703-9939,Fruits & Vegetables,8
2024-05-16,43-703-9939,Fruits & Vegetables,4
2024-05-17,43-703-9939,Fruits & Vegetables,4
2024-05-18,43-703-9939,Fruits & Vegetables,7
2024-05-19,43-703-9939,Fruits & Vegetables,6
2024-05-20,43-703-9939,Fruits & Vegetables,6
2024-05-21,43-703-9939,Fruits & Vegetables,5
2024-05-22,43-703-9939,Fruits & Vegetables,4
2024-02-28,28-433-8533,Bakery,1
2024-03-01,28-433-8533,Bakery,2
2024-03-02,28-433-8533,Bakery,1
2024-03-03,28-433-8533,Bakery,1
2024-03-06,28-433-8533,Bakery,1
2024-03-08,28-433-8533,Bakery,1
2024-03-09,28-433-8533,Bakery,3
2024-03-10,28-433-8533,Bakery,2
2024-03-12,28-433-8533,Bakery,1
2024-03-14,28-433-8533,Bakery,1
2024-03-15,28-433-8533,Bakery,1
2024-03-16,28-433-8533,Bakery,2
2024-03-17,28-433-8533,Bakery,3
2024-03-22,28-433-8533,Bakery,1
2024-03-23,28-433-8533,Bakery,2
2024-03-24,28-433-8533,Bakery,3
2024-03-25,28-433-8533,Bakery,1
2024-03-29,28-433-8533,Bakery,2
2024-03-30,28-433-8533,Bakery,1
2024-03-31,28-433-8533,Bakery,2
2024-04-01,28-433-8533,Bakery,1
2024-04-02,28-433-8533,Bakery,1
2024-04-03,28-433-8533,Bakery,1
2024-04-04,28-433-8533,Bakery,1
2024-04-05,28-433-8533,Bakery,1
2024-04-06,28-433-8533,Bakery,3
2024-04-07,28-433-8533,Bakery,1
2024-04-08,28-433-8533,Bakery,1
2024-04-09,28-433-8533,Bakery,2
2024-04-11,28-433-8533,Bakery,1
2024-04-12,28-433-8533,Bakery,1
2024-04-13,28-433-8533,Bakery,2
2024-04-14,28-433-8533,Bakery,2
2024-04-15,28-433-8533,Bakery,1
2024-04-18,28-433-8533,Bakery,1
2024-04-20,28-433-8533,Bakery,3
2024-04-21,28-433-8533,Bakery,4
2024-04-22,28-433-8533,Bakery,2
2024-04-23,28-433-8533,Bakery,2
2024-04-24,28-433-8533,Bakery,1
2024-04-27,28-433-8533,Bakery,1
2024-04-28,28-433-8533,Bakery,2
2024-04-30,28-433-8533,Bakery,1
2024-05-02,28-433-8533,Bakery,1
2024-05-03,28-433-8533,Bakery,1
2024-05-04,28-433-8533,Bakery,2
2024-05-05,28-433-8533,Bakery,1
2024-05-08,74-234-0628,Grains & Pulses,1
2024-05-09,74-234-0628,Grains & Pulses,1
2024-05-11,74-234-0628,Grains & Pulses,1
2024-05-14,74-234-0628,Grains & Pulses,1
2024-05-17,74-234-0628,Grains & Pulses,1
2024-05-30,74-234-0628,Grains & Pulses,1
2024-06-07,74-234-0628,Grains & Pulses,1
2024-06-08,74-234-0628,Grains & Pulses,1
2024-06-11,74-234-0628,Grains & Pulses,1
2024-06-17,74-234-0628,Grains & Pulses,1
2024-06-18,74-234-0628,Grains & Pulses,1
2024-06-27,74-234-0628,Grains & Pulses,1
2024-06-29,74-234-0628,Grains & Pulses,2
2024-06-30,74-234-0628,Grains & Pulses,1
2024-07-03,74-234-0628,Grains & Pulses,1
2024-07-08,74-234-0628,Grains & Pulses,1
2024-07-10,74-234-0628,Grains & Pulses,2
2024-07-11,74-234-0628,Grains & Pulses,1
2024-07-12,74-234-0628,Grains & Pulses,1
2024-07-13,74-234-0628,Grains & Pulses,1
2024-07-14,74-234-0628,Grains & Pulses,1
2024-07-15,74-234-0628,Grains & Pulses,2
2024-07-16,74-234-0628,Grains & Pulses,1
2024-07-23,74-234-0628,Grains & Pulses,1
2024-07-25,74-234-0628,Grains & Pulses,1
2024-07-29,74-234-0628,Grains & Pulses,1
2024-07-31,74-234-0628,Grains & Pulses,1
2024-08-01,74-234-0628,Grains & Pulses,1
2024-08-17,74-234-0628,Grains & Pulses,1
2024-08-29,74-234-0628,Grains & Pulses,1
2024-08-30,74-234-0628,Grains & Pulses,1
2024-09-03,74-234-0628,Grains & Pulses,1
2024-09-05,74-234-0628,Grains & Pulses,1
2024-09-10,74-234-0628,Grains & Pulses,1
2024-09-11,74-234-0628,Grains & Pulses,1
2024-09-12,74-234-0628,Grains & Pulses,1
2024-09-16,74-234-0628,Grains & Pulses,1
2024-09-21,74-234-0628,Grains & Pulses,1
2024-09-27,74-234-0628,Grains & Pulses,1
2024-10-04,74-234-0628,Grains & Pulses,1
2024-10-05,74-234-0628,Grains & Pulses,1
2024-10-20,74-234-0628,Grains & Pulses,1
2024-11-01,74-234-0628,Grains & Pulses,1
2024-11-02,74-234-0628,Grains & Pulses,2
2024-11-07,74-234-0628,Grains & Pulses,1
2024-11-08,74-234-0628,Grains & Pulses,1
2024-11-18,74-234-0628,Grains & Pulses,1
2024-11-24,74-234-0628,Grains & Pulses,1
2024-11-26,74-234-0628,Grains & Pulses,1
2024-12-02,74-234-0628,Grains & Pulses,1
2024-12-06,74-234-0628,Grains & Pulses,1
2024-12-07,74-234-0628,Grains & Pulses,1
2024-03-28,02-888-9412,Fruits & Vegetables,1
2024-03-29,02-888-9412,Fruits & Vegetables,2
2024-03-30,02-888-9412,Fruits & Vegetables,1
2024-03-31,02-888-9412,Fruits & Vegetables,1
2024-04-01,02-888-9412,Fruits & Vegetables,1
2024-04-02,02-888-9412,Fruits & Vegetables,1
2024-04-03,02-888-9412,Fruits & Vegetables,1
2024-04-04,02-888-9412,Fruits & Vegetables,1
2024-04-05,02-888-9412,Fruits & Vegetables,2
2024-04-06,02-888-9412,Fruits & Vegetables,2
2024-04-07,02-888-9412,Fruits & Vegetables,1
2024-04-08,02-888-9412,Fruits & Vegetables,1
2024-04-09,02-888-9412,Fruits & Vegetables,1
2024-04-10,02-888-9412,Fruits & Vegetables,1
2024-04-11,02-888-9412,Fruits & Vegetables,1
2024-04-12,02-888-9412,Fruits & Vegetables,1
2024-04-13,02-888-9412,Fruits & Vegetables,1
2024-04-14,02-888-9412,Fruits & Vegetables,1
2024-04-15,02-888-9412,Fruits & Vegetables,1
2024-04-16,02-888-9412,Fruits & Vegetables,1
2024-04-17,02-888-9412,Fruits & Vegetables,2
2024-04-18,02-888-9412,Fruits & Vegetables,1
2024-04-19,02-888-9412,Fruits & Vegetables,1
2024-04-20,02-888-9412,Fruits & Vegetables,1
2024-04-21,02-888-9412,Fruits & Vegetables,1
2024-04-22,02-888-9412,Fruits & Vegetables,1
2024-04-23,02-888-9412,Fruits & Vegetables,1
2024-04-24,02-888-9412,Fruits & Vegetables,2
2024-04-25,02-888-9412,Fruits & Vegetables,1
2024-04-26,02-888-9412,Fruits & Vegetables,1
2024-04-27,02-888-9412,Fruits & Vegetables,1
2024-04-28,02-888-9412,Fruits & Vegetables,1
2024-04-29,02-888-9412,Fruits & Vegetables,1
2024-04-30,02-888-9412,Fruits & Vegetables,2
2024-05-01,02-888-9412,Fruits & Vegetables,1
2024-05-02,02-888-9412,Fruits & Vegetables,2
2024-05-03,02-888-9412,Fruits & Vegetables,2
2024-05-04,02-888-9412,Fruits & Vegetables,1
2024-05-05,02-888-9412,Fruits & Vegetables,1
2024-05-06,02-888-9412,Fruits & Vegetables,1
2024-05-07,02-888-9412,Fruits & Vegetables,3
2024-05-08,02-888-9412,Fruits & Vegetables,2
2024-05-09,02-888-9412,Fruits & Vegetables,1
2024-05-10,02-888-9412,Fruits & Vegetables,1
2024-05-11,02-888-9412,Fruits & Vegetables,2
2024-05-12,02-888-9412,Fruits & Vegetables,1
2024-05-13,02-888-9412,Fruits & Vegetables,1
2024-05-14,02-888-9412,Fruits & Vegetables,2
2024-05-15,02-888-9412,Fruits & Vegetables,1
2024-05-16,02-888-9412,Fruits & Vegetables,2
2024-05-17,02-888-9412,Fruits & Vegetables,1
2024-05-18,02-888-9412,Fruits & Vegetables,1
2024-05-19,02-888-9412,Fruits & Vegetables,1
2024-05-20,02-888-9412,Fruits & Vegetables,2
2024-05-21,02-888-9412,Fruits & Vegetables,1
2024-05-22,02-888-9412,Fruits & Vegetables,1
2024-05-23,02-888-9412,Fruits & Vegetables,1
2024-05-24,02-888-9412,Fruits & Vegetables,1
2024-05-25,02-888-9412,Fruits & Vegetables,1
2024-05-26,02-888-9412,Fruits & Vegetables,1
2024-05-27,02-888-9412,Fruits & Vegetables,1
2024-05-28,02-888-9412,Fruits & Vegetables,2
2024-05-29,02-888-9412,Fruits & Vegetables,1
2024-05-30,02-888-9412,Fruits & Vegetables,1
2024-05-31,02-888-9412,Fruits & Vegetables,1
2024-06-01,02-888-9412,Fruits & Vegetables,2
2024-06-02,02-888-9412,Fruits & Vegetables,2
2024-06-03,02-888-9412,Fruits & Vegetables,1
2024-06-04,02-888-9412,Fruits & Vegetables,1
2024-06-05,02-888-9412,Fruits & Vegetables,1
2024-06-06,02-888-9412,Fruits & Vegetables,1
2024-06-07,02-888-9412,Fruits & Vegetables,2
2024-06-08,02-888-9412,Fruits & Vegetables,1
2024-05-19,80-658-6456,Fruits & Vegetables,1
2024-05-20,80-658-6456,Fruits & Vegetables,1
2024-05-21,80-658-6456,Fruits & Vegetables,1
2024-05-22,80-658-6456,Fruits & Vegetables,2
2024-05-23,80-658-6456,Fruits & Vegetables,2
2024-05-24,80-658-6456,Fruits & Vegetables,1
2024-05-25,80-658-6456,Fruits & Vegetables,2
2024-05-26,80-658-6456,Fruits & Vegetables,2
2024-05-27,80-658-6456,Fruits & Vegetables,1
2024-05-28,80-658-6456,Fruits & Vegetables,1
2024-05-29,80-658-6456,Fruits & Vegetables,1
2024-05-30,80-658-6456,Fruits & Vegetables,2
2024-05-31,80-658-6456,Fruits & Vegetables,2
2024-06-01,80-658-6456,Fruits & Vegetables,2
2024-06-02,80-658-6456,Fruits & Vegetables,3
2024-06-03,80-658-6456,Fruits & Vegetables,1
2024-06-04,80-658-6456,Fruits & Vegetables,1
2024-06-05,80-658-6456,Fruits & Vegetables,1
2024-06-06,80-658-6456,Fruits & Vegetables,1
2024-06-07,80-658-6456,Fruits & Vegetables,1
2024-06-08,80-658-6456,Fruits & Vegetables,1
2024-07-08,70-587-1204,Grains & Pulses,5
2024-07-09,70-587-1204,Grains & Pulses,4
2024-07-10,70-587-1204,Grains & Pulses,5
2024-07-11,70-587-1204,Grains & Pulses,4
2024-07-12,70-587-1204,Grains & Pulses,4
2024-07-13,70-587-1204,Grains & Pulses,6
2024-07-14,70-587-1204,Grains & Pulses,5
2024-07-15,70-587-1204,Grains & Pulses,4
2024-07-09,88-951-9038,Beverages,1
2024-07-11,88-951-9038,Beverages,1
2024-07-13,88-951-9038,Beverages,1
2024-07-14,88-951-9038,Beverages,1
2024-07-15,88-951-9038,Beverages,1
2024-07-16,88-951-9038,Beverages,1
2024-07-18,88-951-9038,Beverages,2
2024-07-20,88-951-9038,Beverages,1
2024-07-21,88-951-9038,Beverages,1
2024-07-22,88-951-9038,Beverages,1
2024-07-23,88-951-9038,Beverages,1
2024-07-24,88-951-9038,Beverages,1
2024-07-25,88-951-9038,Beverages,1
2024-07-27,88-951-9038,Beverages,1
2024-07-28,88-951-9038,Beverages,2
2024-07-30,88-951-9038,Beverages,2
2024-07-31,88-951-9038,Beverages,1
2024-08-03,88-951-9038,Beverages,3
2024-08-04,88-951-9038,Beverages,2
2024-08-08,88-951-9038,Beverages,2
2024-08-10,88-951-9038,Beverages,1
2024-08-11,88-951-9038,Beverages,3
2024-08-12,88-951-9038,Beverages,1
2024-08-15,88-951-9038,Beverages,1
2024-08-16,88-951-9038,Beverages,1
2024-08-17,88-951-9038,Beverages,3
2024-08-18,88-951-9038,Beverages,1
2024-08-20,88-951-9038,Beverages,1
2024-08-21,88-951-9038,Beverages,1
2024-08-24,88-951-9038,Beverages,2
2024-08-25,88-951-9038,Beverages,1
2024-08-27,88-951-9038,Beverages,1
2024-08-28,88-951-9038,Beverages,2
2024-08-31,88-951-9038,Beverages,1
2024-09-01,88-951-9038,Beverages,1
2024-09-02,88-951-9038,Beverages,1
2024-09-05,88-951-9038,Beverages,1
2024-09-07,88-951-9038,Beverages,2
2024-09-08,88-951-9038,Beverages,5
2024-09-09,88-951-9038,Beverages,2
2024-09-14,88-951-9038,Beverages,2
2024-09-15,88-951-9038,Beverages,1
2024-09-16,88-951-9038,Beverages,1
2024-09-19,88-951-9038,Beverages,2
2024-09-20,88-951-9038,Beverages,1
2024-09-21,88-951-9038,Beverages,2
2024-09-22,88-951-9038,Beverages,1
2024-09-25,88-951-9038,Beverages,2
2024-09-28,88-951-9038,Beverages,2
2024-09-29,88-951-9038,Beverages,3
2024-09-30,88-951-9038,Beverages,1
2024-10-01,88-951-9038,Beverages,1
2024-10-02,88-951-9038,Beverages,2
2024-10-04,88-951-9038,Beverages,1
2024-10-05,88-951-9038,Beverages,2
2024-10-06,88-951-9038,Beverages,1
2024-10-09,88-951-9038,Beverages,2
2024-10-11,88-951-9038,Beverages,3
2024-07-09,45-317-9731,Oils & Fats,2
2024-07-10,45-317-9731,Oils & Fats,1
2024-07-11,45-317-9731,Oils & Fats,1
2024-07-12,45-317-9731,Oils & Fats,1
2024-07-24,45-317-9731,Oils & Fats,1
2024-07-27,45-317-9731,Oils & Fats,1
2024-07-30,45-317-9731,Oils & Fats,2
2024-08-01,45-317-9731,Oils & Fats,1
2024-08-11,45-317-9731,Oils & Fats,1
2024-08-16,45-317-9731,Oils & Fats,1
2024-08-17,45-317-9731,Oils & Fats,1
2024-08-26,45-317-9731,Oils & Fats,1
2024-09-05,45-317-9731,Oils & Fats,1
2024-09-11,45-317-9731,Oils & Fats,1
2024-09-16,45-317-9731,Oils & Fats,1
2024-09-19,45-317-9731,Oils & Fats,1
2024-09-21,45-317-9731,Oils & Fats,1
2024-09-28,45-317-9731,Oils & Fats,1
2024-09-29,45-317-9731,Oils & Fats,1
2024-09-30,45-317-9731,Oils & Fats,2
2024-10-04,45-317-9731,Oils & Fats,1
2024-10-06,45-317-9731,Oils & Fats,1
2024-10-10,45-317-9731,Oils & Fats,1
2024-10-24,45-317-9731,Oils & Fats,1
2024-10-29,45-317-9731,Oils & Fats,1
2024-11-08,45-317-9731,Oils & Fats,1
2024-11-22,45-317-9731,Oils & Fats,1
2024-11-23,45-317-9731,Oils & Fats,1
2024-11-24,45-317-9731,Oils & Fats,1
2024-11-26,45-317-9731,Oils & Fats,2
2024-11-28,45-317-9731,Oils & Fats,1
2024-11-29,45-317-9731,Oils & Fats,1
2024-12-01,45-317-9731,Oils & Fats,1
2024-12-11,45-317-9731,Oils & Fats,1
2024-12-12,45-317-9731,Oils & Fats,1
2024-12-13,45-317-9731,Oils & Fats,2
2024-12-14,45-317-9731,Oils & Fats,1
2024-12-16,45-317-9731,Oils & Fats,1
2025-01-03,45-317-9731,Oils & Fats,1
2025-01-07,45-317-9731,Oils & Fats,2
2024-07-12,63-874-9747,Fruits & Vegetables,1
2024-07-15,63-874-9747,Fruits & Vegetables,1
2024-07-21,63-874-9747,Fruits & Vegetables,1
2024-07-25,63-874-9747,Fruits & Vegetables,1
2024-08-12,63-874-9747,Fruits & Vegetables,1
2024-08-15,63-874-9747,Fruits & Vegetables,1
2024-08-23,63-874-9747,Fruits & Vegetables,2
2024-09-09,63-874-9747,Fruits & Vegetables,1
2024-09-10,63-874-9747,Fruits & Vegetables,1
2024-09-12,63-874-9747,Fruits & Vegetables,1
2024-09-30,63-874-9747,Fruits & Vegetables,1
2024-10-02,63-874-9747,Fruits & Vegetables,1
2024-10-07,63-874-9747,Fruits & Vegetables,1
2024-10-11,63-874-9747,Fruits & Vegetables,1
2024-10-16,63-874-9747,Fruits & Vegetables,1
2024-10-29,63-874-9747,Fruits & Vegetables,2
2024-11-03,63-874-9747,Fruits & Vegetables,1
2024-11-04,63-874-9747,Fruits & Vegetables,1
2024-11-16,63-874-9747,Fruits & Vegetables,1
2024-11-19,63-874-9747,Fruits & Vegetables,1
2024-11-28,63-874-9747,Fruits & Vegetables,1
2024-12-03,63-874-9747,Fruits & Vegetables,1
2024-12-06,63-874-9747,Fruits & Vegetables,1
2024-07-11,44-546-5713,Fruits & Vegetables,1
2024-07-25,44-546-5713,Fruits & Vegetables,1
2024-07-30,44-546-5713,Fruits & Vegetables,1
2024-08-22,44-546-5713,Fruits & Vegetables,1
2024-09-07,44-546-5713,Fruits & Vegetables,1
2024-09-26,44-546-5713,Fruits & Vegetables,1
2024-10-08,44-546-5713,Fruits & Vegetables,1
2024-10-12,44-546-5713,Fruits & Vegetables,1
2024-10-13,44-546-5713,Fruits & Vegetables,1
2024-10-22,44-546-5713,Fruits & Vegetables,1
2024-11-03,44-546-5713,Fruits & Vegetables,1
2024-11-08,44-546-5713,Fruits & Vegetables,1
2024-11-11,44-546-5713,Fruits & Vegetables,1
2024-11-13,44-546-5713,Fruits & Vegetables,1
2024-11-15,44-546-5713,Fruits & Vegetables,1
2024-11-16,44-546-5713,Fruits & Vegetables,1
2024-11-20,44-546-5713,Fruits & Vegetables,1
2024-11-24,44-546-5713,Fruits & Vegetables,1
2024-12-03,44-546-5713,Fruits & Vegetables,1
2024-12-17,44-546-5713,Fruits & Vegetables,1
2024-12-20,44-546-5713,Fruits & Vegetables,1
2024-12-22,44-546-5713,Fruits & Vegetables,1
2025-01-10,44-546-5713,Fruits & Vegetables,1
2025-01-15,44-546-5713,Fruits & Vegetables,1
2024-04-11,23-070-2433,Grains & Pulses,1
2024-04-12,23-070-2433,Grains & Pulses,1
2024-04-13,23-070-2433,Grains & Pulses,1
2024-04-14,23-070-2433,Grains & Pulses,1
2024-04-15,23-070-2433,Grains & Pulses,1
2024-04-16,23-070-2433,Grains & Pulses,1
2024-04-19,23-070-2433,Grains & Pulses,1
2024-04-21,23-070-2433,Grains & Pulses,1
2024-04-22,23-070-2433,Grains & Pulses,1
2024-04-23,23-070-2433,Grains & Pulses,1
2024-04-26,23-070-2433,Grains & Pulses,1
2024-04-27,23-070-2433,Grains & Pulses,1
2024-04-28,23-070-2433,Grains & Pulses,1
2024-04-29,23-070-2433,Grains & Pulses,1
2024-04-30,23-070-2433,Grains & Pulses,2
2024-05-03,23-070-2433,Grains & Pulses,1
2024-05-05,23-070-2433,Grains & Pulses,1
2024-05-06,23-070-2433,Grains & Pulses,1
2024-05-07,23-070-2433,Grains & Pulses,1
2024-05-09,23-070-2433,Grains & Pulses,1
2024-05-10,23-070-2433,Grains & Pulses,1
2024-05-11,23-070-2433,Grains & Pulses,2
2024-05-13,23-070-2433,Grains & Pulses,2
2024-05-15,23-070-2433,Grains & Pulses,1
2024-05-17,23-070-2433,Grains & Pulses,1
2024-05-22,23-070-2433,Grains & Pulses,1
2024-05-23,23-070-2433,Grains & Pulses,1
2024-05-24,23-070-2433,Grains & Pulses,1
2024-05-25,23-070-2433,Grains & Pulses,1
2024-05-28,23-070-2433,Grains & Pulses,1
2024-05-30,23-070-2433,Grains & Pulses,1
